Image;PSNR final (gamma = 20.0);SSIM final (gamma = 20.0);No. Iter. (gamma = 20.0);mse final (gamma = 20.0);log_grad (gamma = 20.0);theta (gamma = 20.0);PSNR max (gamma = 20.0);SSIM (k) (gamma = 20.0);No. Iter. (k) (gamma = 20.0);mse final (k) (gamma = 20.0);log_grad (k) (gamma = 20.0);theta (k) (gamma = 20.0);PSNR final (gamma = 25.0);SSIM final (gamma = 25.0);No. Iter. (gamma = 25.0);mse final (gamma = 25.0);log_grad (gamma = 25.0);theta (gamma = 25.0);PSNR max (gamma = 25.0);SSIM (k) (gamma = 25.0);No. Iter. (k) (gamma = 25.0);mse final (k) (gamma = 25.0);log_grad (k) (gamma = 25.0);theta (k) (gamma = 25.0);PSNR final (gamma = 30.0);SSIM final (gamma = 30.0);No. Iter. (gamma = 30.0);mse final (gamma = 30.0);log_grad (gamma = 30.0);theta (gamma = 30.0);PSNR max (gamma = 30.0);SSIM (k) (gamma = 30.0);No. Iter. (k) (gamma = 30.0);mse final (k) (gamma = 30.0);log_grad (k) (gamma = 30.0);theta (k) (gamma = 30.0);PSNR final (gamma = 35.0);SSIM final (gamma = 35.0);No. Iter. (gamma = 35.0);mse final (gamma = 35.0);log_grad (gamma = 35.0);theta (gamma = 35.0);PSNR max (gamma = 35.0);SSIM (k) (gamma = 35.0);No. Iter. (k) (gamma = 35.0);mse final (k) (gamma = 35.0);log_grad (k) (gamma = 35.0);theta (k) (gamma = 35.0);PSNR final (gamma = 40.0);SSIM final (gamma = 40.0);No. Iter. (gamma = 40.0);mse final (gamma = 40.0);log_grad (gamma = 40.0);theta (gamma = 40.0);PSNR max (gamma = 40.0);SSIM (k) (gamma = 40.0);No. Iter. (k) (gamma = 40.0);mse final (k) (gamma = 40.0);log_grad (k) (gamma = 40.0);theta (k) (gamma = 40.0);PSNR final (gamma = 45.0);SSIM final (gamma = 45.0);No. Iter. (gamma = 45.0);mse final (gamma = 45.0);log_grad (gamma = 45.0);theta (gamma = 45.0);PSNR max (gamma = 45.0);SSIM (k) (gamma = 45.0);No. Iter. (k) (gamma = 45.0);mse final (k) (gamma = 45.0);log_grad (k) (gamma = 45.0);theta (k) (gamma = 45.0);PSNR final (gamma = 50.0);SSIM final (gamma = 50.0);No. Iter. (gamma = 50.0);mse final (gamma = 50.0);log_grad (gamma = 50.0);theta (gamma = 50.0);PSNR max (gamma = 50.0);SSIM (k) (gamma = 50.0);No. Iter. (k) (gamma = 50.0);mse final (k) (gamma = 50.0);log_grad (k) (gamma = 50.0);theta (k) (gamma = 50.0)
kodim11;27,30577909438597;0,8069376403900423;4139,0;0,0009997157810379;10,00035179453753;0,5949451374622219;27,30577909438597;0,8069376403900423;4139,0;0,0009997157810379;10,00035179453753;0,5949451374622219;28,18857009656741;0,8477542172467155;4775,0;0,0009999337668357;9,811992395213144;0,5854178239968797;28,18857009656741;0,8477542172467155;4775,0;0,0009999337668357;9,811992395213144;0,5854178239968797;28,5268877181944;0,8645751597711242;5215,0;0,0009999224897929;9,674413417737147;0,5736299730251002;28,5268877181944;0,8645751597711242;5215,0;0,0009999224897929;9,674413417737147;0,5736299730251002;28,541063197074163;0,86763100559214;5504,0;0,0009996034734821;9,578349548088694;0,5612790513508581;28,555676062476003;0,8672701240150799;4980,0;0,0012456919251665;9,610614337700165;0,563666458352518;28,419720287666674;0,8647872349197838;5696,0;0,0009996100874833;9,509854749679178;0,5487358462426296;28,5454345072472;0,8668892888665045;4378,0;0,0017344272523231;9,60472227915514;0,5593581718746699;28,25873106686796;0,8600590621582987;5832,0;0,0009996408522635;9,458526131157477;0,5379404597372759;28,5364014566211;0,8665491304764852;4035,0;0,0021144369406827;9,60085611000589;0,5561108046720579;28,09533575725533;0,8550573957336102;5938,0;0,0009997675488585;9,418044640938508;0,5279731677991188;28,528532734672503;0,8662528770126702;3811,0;0,0024173991415628;9,598042175280124;0,5541024246266405
kodim12;28,17079155081686;0,7945507534674879;4186,0;0,0009999167697128;9,827933767270444;0,6047103997406307;28,17079155081686;0,7945507534674879;4186,0;0,0009999167697128;9,827933767270444;0,6047103997406307;29,685413846689777;0,8585775024190525;4833,0;0,0009996049073317;9,592149373081767;0,5984101920433266;29,685413846689777;0,8585775024190525;4833,0;0,0009996049073317;9,592149373081767;0,5984101920433266;30,567159698388643;0,8910260971074524;5258,0;0,0009999831795427;9,431918786006657;0,5896295403823358;30,567159698388643;0,8910260971074524;5258,0;0,0009999831795427;9,431918786006657;0,5896295403823358;30,942172425476556;0,903550322193786;5492,0;0,0009997234701543;9,337336919783665;0,5785960736418901;30,942172425476556;0,903550322193786;5492,0;0,0009997234701543;9,337336919783665;0,5785960736418901;31,050089195816856;0,9069909943903924;5601,0;0,000999582748166;9,282098663777663;0,5680730298294858;31,050089195816856;0,9069909943903924;5601,0;0,000999582748166;9,282098663777663;0,5680730298294858;31,048049890500423;0,907061376870443;5643,0;0,0009998889072093;9,247272255790854;0,5590793514183797;31,05082916523853;0,90713930081254;5445,0;0,0010913480282635;9,25517911408311;0,5605710422482824;31,00652417754955;0,9060473852453488;5656,0;0,0009997174835383;9,223113969552658;0,5508853222991085;31,03835611318803;0,9068928730596008;5039,0;0,0013238035307417;9,249462034339912;0,5572815983757629
kodim13;25,117035350648116;0,8191095175285797;4164,0;0,0009996065104883;10,420033783217423;0,5598186216878632;25,117035350648116;0,8191095175285797;4164,0;0,0009996065104883;10,420033783217423;0,5598186216878632;25,26051477647963;0,8240634435267983;4887,0;0,0009995797626827;10,28513802974751;0,5469238003134489;25,26574801393025;0,8245066775099404;4450,0;0,0012262058899272;10,305731995404734;0,5484797808926641;25,079042369576104;0,8144543673442887;5466,0;0,0009999749045623;10,173861666237752;0,5310600538235306;25,26691263613121;0,8246053718551803;3537,0;0,0022805077157683;10,301206419100568;0,5438244654983954;24,759850438171817;0,7975940362657953;5928,0;0,0009996616415071;10,082727656398598;0,5134500064627724;25,265774860371508;0,8245926747698858;3145,0;0,0030463026773773;10,299279724827445;0,540816073917688;24,414279138001618;0,7787969761251379;6302,0;0,0009999581488898;10,007110058575067;0,4953492682449716;25,264158348395316;0,8245483333159598;2922,0;0,0036231405023535;10,29812810536728;0,5387724532216652;24,08618650202697;0,7606172073548914;6623,0;0,0009998513622034;9,942543630693002;0,4781771420125785;25,262529777051444;0,8244972680985984;2776,0;0,004074322080899;10,297491016247164;0,5373245036183981;23,788663193567643;0,7439588461523982;6908,0;0,0009998732473499;9,88617176829278;0,4615682569836768;25,261018747962968;0,8244460953794408;2673,0;0,004435809097664;10,29703782411512;0,5363513690654899
kodim14;26,9306114957332;0,8208532593669244;4076,0;0,0009999036877874;10,064266006569762;0,5927206839239121;26,9306114957332;0,8208532593669244;4076,0;0,0009999036877874;10,064266006569762;0,5927206839239121;27,66202058826479;0,8508331308129938;4692,0;0,000999729955918;9,89318497425923;0,58241752826442;27,66202058826479;0,8508331308129938;4692,0;0,000999729955918;9,89318497425923;0,58241752826442;27,90188153892688;0,8607790133613289;5124,0;0,0009999404131531;9,766544112790385;0,5687543085960162;27,90188153892688;0,8607790133613289;5124,0;0,0009999404131531;9,766544112790385;0,5687543085960162;27,86396031290662;0,859884609047354;5424,0;0,0009996257711661;9,674794364186264;0,5534176723482988;27,91853561369639;0,861451355090391;4489,0;0,0014933539180416;9,736573460320386;0,5599663003781715;27,71066031795469;0,8545189583837319;5644,0;0,0009998051752591;9,606301285100685;0,5380736895787992;27,923143554671285;0,8615602136156665;4022,0;0,0019789151978947;9,729434577079696;0,5547929259848489;27,52099198185462;0,8477411616889349;5824,0;0,0009997911072264;9,5524688489764;0,5228096815627749;27,9247442765055;0,8615763507399854;3742,0;0,0023600303175029;9,724810189791317;0,5516728472477246;27,32661304977561;0,8407670014217737;5984,0;0,0009998050725697;9,508191482858196;0,5070138420394621;27,924946227438262;0,8615539407345744;3555,0;0,002664797779232;9,721386390628023;0,5492718129521044
kodim15;28,318028400742207;0,8296433144968228;4072,0;0,0009996018441594;9,843289083433111;0,6003089064853772;28,318028400742207;0,8296433144968228;4072,0;0,0009996018441594;9,843289083433111;0,6003089064853772;29,347896867522103;0,8769439760212573;4631,0;0,000999670026104;9,666537416615768;0,5921366581920008;29,347896867522103;0,8769439760212573;4631,0;0,000999670026104;9,666537416615768;0,5921366581920008;29,804657699778325;0,8975692257456727;4966,0;0,000999647950059;9,555428233811188;0,5830017936949076;29,804657699778325;0,8975692257456727;4966,0;0,000999647950059;9,555428233811188;0,5830017936949076;29,930526900311744;0,90434630295772;5139,0;0,0009995402250875;9,488606096123467;0,5725299135356304;29,930526900311744;0,90434630295772;5139,0;0,0009995402250875;9,488606096123467;0,5725299135356304;29,917993865521503;0,9055415920070994;5221,0;0,000999924317552;9,446189640564848;0,5631111079680999;29,93000226423136;0,9050919236635598;4810,0;0,0012161090090631;9,464941599332404;0,5661859999378468;29,85754633275704;0,9047815339558568;5264,0;0,0009997645393639;9,416773637611904;0,5544392552190226;29,921696564267627;0,9048668515450132;4407,0;0,0015169856938805;9,459601571736698;0,563276215941627;29,783460380424334;0,9034024034936342;5292,0;0,0009998425488073;9,394806058425488;0,5459035429680017;29,91413051270357;0,904657285721532;4148,0;0,0017571778864913;9,455676898907026;0,5611739438713231
kodim16;27,615083463890677;0,787541423766768;4204,0;0,0009999212994287;9,825135729070132;0,6019428715995199;27,615083463890677;0,787541423766768;4204,0;0,0009999212994287;9,825135729070132;0,6019428715995199;28,774292454374223;0,8395286751520553;4874,0;0,0009995976730768;9,542278416770984;0,5940008430866787;28,774292454374223;0,8395286751520553;4874,0;0,0009995976730768;9,542278416770984;0,5940008430866787;29,29779758438932;0,8623101609217287;5329,0;0,0009999450480136;9,31231954833262;0,5826740270558602;29,29779758438932;0,8623101609217287;5329,0;0,0009999450480136;9,31231954833262;0,5826740270558602;29,39829760120632;0,8674006582398213;5605,0;0,0009998342551588;9,143732927707342;0,5688337298579448;29,398358187000024;0,8673839293435318;5570,0;0,0010145177052359;9,147143049514694;0,5690751374752178;29,316969860382518;0,8650518021817181;5761,0;0,000999895781506;9,024171679498126;0,5552587350950169;29,38283379098381;0,8669530210514829;4807,0;0,0014967403026165;9,136969594473992;0,562726724648225;29,18271689878748;0,8605107114144651;5854,0;0,0009999791742585;8,936948230591955;0,5414988393991161;29,36986776664696;0,8665658321492967;4394,0;0,0018686360159529;9,13008729266074;0,5587851809149497;29,043110466182643;0,8557116271544626;5919,0;0,0009997122174063;8,870187754495133;0,5278922424149323;29,35888427438943;0,8662235984108281;4129,0;0,0021653310602948;9,125374110293231;0,5560441321158628
kodim17;28,159452170087505;0,8297286397398479;4054,0;0,0009996432688338;9,848857552166258;0,5993366897437206;28,159452170087505;0,8297286397398479;4054,0;0,0009996432688338;9,848857552166258;0,5993366897437206;29,30530996247288;0,8751175942346486;4604,0;0,0009996384321169;9,64856197416981;0,5885500615915357;29,30530996247288;0,8751175942346486;4604,0;0,0009996384321169;9,64856197416981;0,5885500615915357;29,870767169445248;0,8960365270458931;4952,0;0,0009997370224453;9,508925070822722;0,5754366414481217;29,870767169445248;0,8960365270458931;4952,0;0,0009997370224453;9,508925070822722;0,5754366414481217;30,05721353830195;0,9036036782602443;5159,0;0,0009999013598847;9,415546825467477;0,5606054686780774;30,05721353830195;0,9036036782602443;5159,0;0,0009999013598847;9,415546825467477;0,5606054686780774;30,05939669116382;0,9051918160239866;5293,0;0,0009997099541355;9,35051252161001;0,5446820310007756;30,07830386047216;0,904890401590051;4832,0;0,0012266993703565;9,38089994346111;0,5501543159892852;29,98366784780872;0,9043036265247528;5391,0;0,0009998971379719;9,302264266539666;0,5291008372118046;30,08314360012288;0,9051035661552652;4434,0;0,0015278710656048;9,372093108053411;0,5441939000710578;29,876974400220263;0,9024101102658112;5477,0;0,0009999066261845;9,264039415240337;0,513992309302581;30,08480920918062;0,9052084816231448;4176,0;0,0017697255236771;9,365746912786385;0,5400906119621708
kodim18;26,83349236971099;0,8186406950752406;4101,0;0,0009994409833611;10,087979952896363;0,5869048872435988;26,83349236971099;0,8186406950752406;4101,0;0,0009994409833611;10,087979952896363;0,5869048872435988;27,416248098123877;0,8488070618885359;4740,0;0,0009999680872388;9,91960073400096;0,5757439969184263;27,416248098123877;0,8488070618885359;4740,0;0,0009999680872388;9,91960073400096;0,5757439969184263;27,51641578924927;0,8576507352864234;5205,0;0,0009997771920063;9,791992870026505;0,5612204114197765;27,525678424155718;0,8569374715666823;4759,0;0,0012150595367497;9,819012932243076;0,5632043378734519;27,367053859437807;0,8545966488662602;5535,0;0,0009999825769678;9,69691904891519;0,5453302051574115;27,529807223525708;0,8570467564387028;4026,0;0,0018925312820659;9,811607982969385;0,5573393424535863;27,13015038109225;0,8466385528717014;5784,0;0,0009997718494028;9,62376239738464;0,5300778369374629;27,530493405957305;0,8570216815073267;3655,0;0,0024029289060817;9,807093165011146;0,5532104513680708;26,878274527503336;0,8372597761517125;5989,0;0,0009997605581435;9,56494111929843;0,5159340630094992;27,52987455260243;0,8569483141921745;3426,0;0,0028012360370219;9,804126356548906;0,5504199410864138;26,63816272738398;0,8279117367351482;6169,0;0,0009996797825087;9,51589294760387;0,5035335604444121;27,528721189770508;0,8568639287767802;3270,0;0,0031194644241118;9,80193535021604;0,5485211409876133
kodim19;27,08466297902647;0,8037755616755339;4173,0;0,0009996831039551;10,107247554672984;0,5881840959168824;27,08466297902647;0,8037755616755339;4173,0;0,0009996831039551;10,107247554672984;0,5881840959168824;27,97052530069657;0,8511225435603569;4836,0;0,0009995559179195;9,945698206633637;0,5791017581671044;27,97052530069657;0,8511225435603569;4836,0;0,0009995559179195;9,945698206633637;0,5791017581671044;28,297787222008832;0,872636773618957;5295,0;0,0009999707942337;9,831161540278472;0,5673768558213361;28,297787222008832;0,872636773618957;5295,0;0,0009999707942337;9,831161540278472;0,5673768558213361;28,28499438391929;0,8781522326184944;5590,0;0,0009997226829184;9,752128764626171;0,5542593484178145;28,31661082464922;0,8761090708320566;4870,0;0,0013528148947672;9,789515611607198;0,5581591677820344;28,1294240761172;0,8764580561718286;5785,0;0,0009999622945967;9,694949356796952;0,539135277236354;28,30952724578093;0,875640602668427;4307,0;0,0018530923740003;9,784678667878364;0,5536949425010459;27,930516019047616;0,8722064608330994;5931,0;0,0009996651310517;9,65055492730226;0,522918664491916;28,302574498939705;0,8752269838885116;3983,0;0,0022405794682399;9,78131498814254;0,5503467453265041;27,72640865517637;0,867303645703919;6057,0;0,0009996690492275;9,613916980042148;0,5079891523551564;28,296219081148024;0,874851242035171;3768,0;0,0025513804243814;9,779034417041991;0,5481104043935329
kodim20;27,81377846048305;0,8864929047526537;3870,0;0,0009994954465405;9,85381655672474;0,5897228395514276;27,81377846048305;0,8864929047526537;3870,0;0,0009994954465405;9,85381655672474;0,5897228395514276;28,40473678357782;0,9138838398307256;4339,0;0,0009995706117799;9,726711324415495;0,5817819554341036;28,40473678357782;0,9138838398307256;4339,0;0,0009995706117799;9,726711324415495;0,5817819554341036;28,64306826468125;0,9243350584179514;4626,0;0,000999906455059;9,646427361041969;0,5759696062286723;28,64306826468125;0,9243350584179514;4626,0;0,000999906455059;9,646427361041969;0,5759696062286723;28,70264614048901;0,9271742633420796;4796,0;0,0009996064258123;9,595200345069436;0,5727641380037533;28,70264614048901;0,9271742633420796;4796,0;0,0009996064258123;9,595200345069436;0,5727641380037533;28,686412137260103;0,927025569528487;4901,0;0,0009997191491792;9,560518705754252;0,5667573496078582;28,70002257278712;0,9271892003959058;4409,0;0,0012676626472205;9,582092560989732;0,5685975468719854;28,64085680631216;0,9258002358838774;4978,0;0,0009997936326453;9,535181275086313;0,5602805721944296;28,69561793318983;0,9270428437431626;4077,0;0,0015445461836134;9,578032538434176;0,5667545167912748;28,58537525954945;0,9242450241350988;5040,0;0,0009996604251682;9,515600854230856;0,552837806076819;28,69140950012635;0,9269040789187024;3857,0;0,0017676131668252;9,575130791262916;0,5644430831321773
kodim21;26,966117976777944;0,8093225821193593;4169,0;0,0009999052230649;10,086515442174552;0,5891129894597913;26,966117976777944;0,8093225821193593;4169,0;0,0009999052230649;10,086515442174552;0,5891129894597913;27,85822991801006;0,86031120592085;4839,0;0,0009997497287715;9,91071436398436;0,5791153649502738;27,85822991801006;0,86031120592085;4839,0;0,0009997497287715;9,91071436398436;0,5791153649502738;28,206495320546985;0,8852184192935012;5314,0;0,0009998436739122;9,781754000908682;0,5663432043042911;28,206495320546985;0,8852184192935012;5314,0;0,0009998436739122;9,781754000908682;0,5663432043042911;28,214041084019566;0,8929215615423846;5623,0;0,0009999146000909;9,691093738150515;0,5524782985673281;28,23252903976854;0,8905989053357967;5029,0;0,0012774626441693;9,72425773889858;0,5556310089235521;28,075564312623747;0,8923996781131279;5821,0;0,0009999010666014;9,625617699887304;0,5394728267227853;28,220894594479265;0,889870759609837;4409,0;0,0017892330898276;9,719076975513486;0,5507629425310179;27,892279335212745;0,8887528774176044;5963,0;0,0009998228026892;9,575352134911084;0,5276178583979635;28,210835513346066;0,8892729814544958;4059,0;0,002185855259241;9,715568146689852;0,5475959842961814;27,70307897988248;0,8841406195087204;6081,0;0,0009999529323883;9,534530327720477;0,5166850239002232;28,202174913768783;0,8887635837836007;3830,0;0,0025031399168014;9,713146211031194;0,54529673298891
kodim22;27,388496183131736;0,7960524860378841;4162,0;0,0009995590524304;9,922683417961952;0,6010803504069843;27,388496183131736;0,7960524860378841;4162,0;0,0009995590524304;9,922683417961952;0,6010803504069843;28,43589485903821;0,842386729201032;4809,0;0,0009997776461635;9,69715116105088;0,5940938961873435;28,43589485903821;0,842386729201032;4809,0;0,0009997776461635;9,69715116105088;0,5940938961873435;28,893573017723853;0,8625240283183264;5254,0;0,000999815198688;9,527913909015217;0,5830926586114153;28,893573017723853;0,8625240283183264;5254,0;0,000999815198688;9,527913909015217;0,5830926586114153;28,971205077931373;0,8669910816585266;5531,0;0,0009999705069704;9,410733558181;0,5705844663965444;28,973577925363976;0,8668835330282946;5319,0;0,0010932285671562;9,425422525032278;0,5717389025954385;28,88251867031689;0,864667912993621;5705,0;0,0009997134955552;9,32912427148237;0,5586096859471668;28,96833364180753;0,8667447728492573;4634,0;0,0015708897251659;9,416660880205846;0,5661227325944734;28,73966309592742;0,8600688196120362;5824,0;0,0009997101663939;9,269384401463313;0,5468096170820608;28,96266446956033;0,8665748259591833;4253,0;0,0019418317757003;9,410882801721105;0,562793394139077;28,58817522905682;0,8550340640543256;5913,0;0,0009999598257378;9,223315245835613;0,5357290917424414;28,95723312479939;0,8664032619607148;4006,0;0,0022383953403232;9,406853298275902;0,5603329586286379
kodim23;28,577668412830445;0,8070050467936762;4130,0;0,0009996501214607;9,788031345323493;0,6070421177494302;28,577668412830445;0,8070050467936762;4130,0;0,0009996501214607;9,788031345323493;0,6070421177494302;30,266371396167703;0,8760467499753825;4706,0;0,0009997383082495;9,559752303207963;0,6006820880420668;30,266371396167703;0,8760467499753825;4706,0;0,0009997383082495;9,559752303207963;0,6006820880420668;31,31378180954377;0,9125978680964544;5040,0;0,0009998917324684;9,410672814366333;0,5918389852823668;31,31378180954377;0,9125978680964544;5040,0;0,0009998917324684;9,410672814366333;0,5918389852823668;31,82512648908053;0,9291658847964428;5191,0;0,0009997986339;9,322501772251195;0,5821165068717916;31,82512648908053;0,9291658847964428;5191,0;0,0009997986339;9,322501772251195;0,5821165068717916;32,035251236961244;0,9363475332269352;5243,0;0,0009999327010897;9,268353969573749;0,5718190995042155;32,035251236961244;0,9363475332269352;5243,0;0,0009999327010897;9,268353969573749;0,5718190995042155;32,104225992324864;0,939517206141839;5256,0;0,0009996783481405;9,23165191380801;0,5629671442744723;32,104225992324864;0,939517206141839;5256,0;0,0009996783481405;9,23165191380801;0,5629671442744723;32,108787755721295;0,9409174610330312;5257,0;0,0009996391804566;9,204470444843029;0,5543065411612293;32,11392874044633;0,9403882124799487;5062,0;0,001101914065468;9,214551434272412;0,5562385087121005
kodim24;26,471636260650246;0,821037526875907;4124,0;0,000999672712793;10,20012796725128;0,5835238211691439;26,471636260650246;0,821037526875907;4124,0;0,000999672712793;10,20012796725128;0,5835238211691439;27,065365698409543;0,8574409109092919;4783,0;0,0009997704173305;10,0487447201138;0,5728182089715756;27,065365698409543;0,8574409109092919;4783,0;0,0009997704173305;10,0487447201138;0,5728182089715756;27,18856219759635;0,8721151960239717;5264,0;0,0009997185383183;9,933124727863898;0,5595543248356402;27,1914060221884;0,8710068087370103;4998,0;0,0011214450928346;9,946818935569445;0,5607939041941444;27,05464341766797;0,8734982410441541;5602,0;0,0009996699557482;9,845716806670378;0,5453011321813822;27,18778432605907;0,8708252493173342;4167,0;0,0018239436247697;9,941170120667634;0,5557659738660491;26,824459741475536;0,8688343126114143;5850,0;0,0009998373448494;9,777169463598826;0,5304817631141543;27,18307603250773;0,8705648485034443;3759,0;0,0023542351121325;9,937931488015286;0,5522764539603108;26,571728277247967;0,8619823495107831;6056,0;0,0009998381638542;9,720348894003283;0,5156774976432588;27,17850706338723;0,8703067746397867;3511,0;0,0027678681092269;9,935854515364312;0,5497728539640863;26,324619028472878;0,8546188872761808;6241,0;0,0009997637539035;9,671301259312258;0,5013429540210003;27,174354580677583;0,8700722202340735;3343,0;0,0030990450882531;9,934405950427118;0,5480915510546631
