beta,tau,sigma,tol,iterMax,time,psnr_final,ssim_final,mse_final,nIter,log_grad_final,theta_final,max_psnr,ssim_argmax_psnr,argmax_psnr,mse_graph_argmax_psnr,log_grad_graph_argmax_psnr,theta_graph_argmax_psnr
0.065,0.01,0.01,0.001,10000.0,50.967397928237915,30.17617684131858,0.9309205752566427,0.0009999809442871044,1516.0,8.796752055518777,0.4532702252323965,30.17617684131858,0.9309205752566427,1516.0,0.0009999809442871044,8.796752055518777,0.4532702252323965
