beta,tau,sigma,tol,iterMax,time,psnr_final,ssim_final,mse_final,nIter,log_grad_final,theta_final,max_psnr,ssim_argmax_psnr,argmax_psnr,mse_graph_argmax_psnr,log_grad_graph_argmax_psnr,theta_graph_argmax_psnr
42.5,0.01,0.01,0.001,10000.0,7957.612941741943,25.774128702508992,0.8063547686452835,0.0009997015822984841,6263.0,9.77214299662422,0.5138225228745567,26.396031368645637,0.8371278626006019,3412.0,0.002977464216110291,10.013948651464668,0.5461280050645934
