beta,tau,sigma,tol,iterMax,time,psnr_final,ssim_final,mse_final,nIter,log_grad_final,theta_final,max_psnr,ssim_argmax_psnr,argmax_psnr,mse_graph_argmax_psnr,log_grad_graph_argmax_psnr,theta_graph_argmax_psnr
35.0,0.01,0.01,0.001,10000.0,5252.914248943329,31.82512648908053,0.9291658847964429,0.0009997986339000326,5191.0,9.322501772251195,0.5821165068717916,31.82512648908053,0.9291658847964429,5191.0,0.0009997986339000326,9.322501772251195,0.5821165068717916
