beta,tau,sigma,tol,iterMax,time,psnr_final,ssim_final,mse_final,nIter,log_grad_final,theta_final,max_psnr,ssim_argmax_psnr,argmax_psnr,mse_graph_argmax_psnr,log_grad_graph_argmax_psnr,theta_graph_argmax_psnr
47.5,0.01,0.01,0.001,10000.0,7514.068701982498,27.797193457269213,0.886497021595714,0.0009999053041985738,6024.0,9.553991438969106,0.521742690830668,28.206341363093124,0.8889991075375656,3933.0,0.002353710410480431,9.71435063745299,0.5462129643875365
