beta,tau,sigma,tol,iterMax,time,psnr_final,ssim_final,mse_final,nIter,log_grad_final,theta_final,max_psnr,ssim_argmax_psnr,argmax_psnr,mse_graph_argmax_psnr,log_grad_graph_argmax_psnr,theta_graph_argmax_psnr
15.0,0.01,0.01,0.001,10000.0,4236.936894655228,26.209060803423846,0.6983985682952955,0.0009995496766471953,3337.0,10.111831782166984,0.6079985630208875,26.209060803423846,0.6983985682952955,3337.0,0.0009995496766471953,10.111831782166984,0.6079985630208875
