k,PSNR,SSIM,mse,Log-Gradient,Angle
0.0,20.267287877211714,0.46998399460325874,0.0,10.98716179161679,0.5930897036391504
1.0,20.270368580915044,0.47012204186793366,0.010255798575299709,10.98676389103296,0.5954908047256816
2.0,20.27395467692207,0.47028489667904383,0.012088017187158595,10.986305468278237,0.5955111184861933
3.0,20.27756342293735,0.47044897723419465,0.012196621353678348,10.985844353730077,0.5955141391445918
4.0,20.281173990798393,0.4706131900972574,0.01220576168403674,10.985382994238972,0.59551451967715
5.0,20.284784729566123,0.4707774442268193,0.012204578063338814,10.984921590815398,0.5955192966934221
6.0,20.288395392314463,0.47094172569714393,0.01220134415486078,10.984460176875533,0.5955272242378001
7.0,20.292005926611324,0.47110603140055946,0.012197564189969853,10.983998760426218,0.5955354115497444
8.0,20.295616316817732,0.4712703603160516,0.012193552605557288,10.983537344679657,0.5955407017992033
9.0,20.299226556921703,0.4714347120239624,0.012189450781962667,10.983075930914806,0.5955469632343454
10.0,20.30283664436905,0.47159908633768155,0.012185303526973652,10.982614519804088,0.5955533104452831
11.0,20.306446576779493,0.4717634831029458,0.012181121741591602,10.982153111814934,0.5955599472870339
12.0,20.310056352846978,0.47192790221994446,0.012176916084879995,10.981691707292812,0.5955667728870873
13.0,20.31366597155717,0.4720923436072837,0.012172697997785462,10.981230306454343,0.5955737820790272
14.0,20.317275432127353,0.472256807200883,0.0121684710425438,10.980768909487766,0.5955812419823451
15.0,20.320884733852886,0.4724212929416798,0.012164238385615514,10.980307516517344,0.5955886286687165
16.0,20.324493876052326,0.47258580077895473,0.012160001558375572,10.979846127664997,0.5955959846155019
17.0,20.328102857933278,0.4727503306538043,0.012155759705347267,10.97938474304643,0.5956033700450974
18.0,20.331711678896475,0.4729148825209127,0.012151515550110391,10.978923362766347,0.5956107251324827
19.0,20.33532033837128,0.4730794563362896,0.012147271744424546,10.978461986908558,0.5956180846367928
20.0,20.338928835793887,0.47324405205598796,0.0121430254987492,10.978000615566973,0.5956254275929556
21.0,20.342537170601926,0.47340866963617256,0.012138776906452663,10.97753924883282,0.595633400662558
22.0,20.346145342234028,0.47357330903309997,0.012134527712701087,10.977077886789582,0.5956413829988539
23.0,20.34975335012945,0.47373797020306013,0.012130279214237278,10.976616529509789,0.5956493599496961
24.0,20.353361193727824,0.4739026531023774,0.012126031435424503,10.976155177065225,0.5956572296606194
25.0,20.356968872468958,0.47406735768737,0.012121784144876914,10.975693829525323,0.5956649887107156
26.0,20.360576385792704,0.47423208391435395,0.012117536295774094,10.975232486952331,0.5956727079843979
27.0,20.36418373313881,0.4743968317396323,0.012113286414188577,10.974771149431088,0.5956805044284637
28.0,20.367790913946916,0.4745616011194748,0.01210903688015379,10.974309817032884,0.595688324438836
29.0,20.371397927656425,0.47472639201013084,0.012104787979122683,10.97384848982736,0.5956961327720068
30.0,20.375004773706507,0.47489120436780746,0.012100539716153411,10.973387167884013,0.5957039760454624
31.0,20.378611451536052,0.47505603814868413,0.012096292094736321,10.972925851272233,0.5957117576627079
32.0,20.38221796058246,0.4752208933084647,0.012092044707494736,10.97246454006237,0.5957194289833435
33.0,20.385824300283893,0.47538576980315755,0.012087797587701968,10.9720032343243,0.5957269903456989
34.0,20.389430470078516,0.47555066758884523,0.012083551091149131,10.971541934127174,0.595734417667562
35.0,20.393036469404148,0.47571558662158114,0.012079304910014738,10.971080639537885,0.5957417526027327
36.0,20.39664229769275,0.47588052685693955,0.012075059035488198,10.970619350625075,0.5957490159252049
37.0,20.400247954378585,0.47604548825067267,0.012070813601035022,10.97015806745758,0.595756183377273
38.0,20.40385343889861,0.4762104707587196,0.012066568776378466,10.969696790104493,0.5957632995611984
39.0,20.407458750689393,0.4763754743369817,0.012062324469548705,10.96923551863531,0.5957703452085331
40.0,20.411063889187094,0.47654049894130407,0.012058079816751116,10.968774253127723,0.5957773392968971
41.0,20.41466885382747,0.4767055445274977,0.012053835730226862,10.968312993651304,0.5957842706761708
42.0,20.41827364404591,0.47687061105130724,0.012049592261785128,10.967851740274956,0.5957911375628085
43.0,20.42187825927735,0.477035698468447,0.012045349411462071,10.967390493067601,0.5957978663947557
44.0,20.425482698956337,0.4772008067345721,0.012041107079562489,10.966929252098042,0.5958044702587214
45.0,20.42908696251702,0.47736593580529574,0.012036865314807216,10.966468017435187,0.5958109701199045
46.0,20.4326910493931,0.4775310856361767,0.012032624161300591,10.966006789148054,0.5958172886779135
47.0,20.436294959017893,0.47769625618273076,0.012028383303235789,10.965545567304067,0.5958233913997254
48.0,20.439898690824275,0.4778614474004204,0.012024142815200518,10.965084351972134,0.5958300522154599
49.0,20.44350224424473,0.478026659244667,0.01201990274964213,10.964623143218677,0.5958369406172012
50.0,20.447105618711277,0.47819189167083404,0.01201566309996539,10.964161941110335,0.5958438879740505
51.0,20.45070881365556,0.47835714463424267,0.012011424016283611,10.963700745716213,0.5958504455469075
52.0,20.45431182850877,0.47852241809016166,0.012007185379579838,10.96323955710485,0.5958564448196652
53.0,20.4579146627017,0.4786877119938131,0.012002947310312964,10.962778375345414,0.5958621887855361
54.0,20.461517315664686,0.4788530263003678,0.011998709832262155,10.962317200507227,0.5958677916168802
55.0,20.465119786827678,0.47901836096495404,0.01199447294558298,10.961856032659657,0.59587339246721
56.0,20.468722075620192,0.47918371594264686,0.01199023665040486,10.961394871872121,0.5958790679094078
57.0,20.472324181471304,0.4793490911884641,0.011986000946834136,10.960933718214083,0.5958853968363201
58.0,20.475926103809687,0.4795144866573904,0.011981765709172828,10.960472571755888,0.5958917368221125
