beta,tau,sigma,tol,iterMax,time,psnr_final,ssim_final,mse_final,nIter,log_grad_final,theta_final,max_psnr,ssim_argmax_psnr,argmax_psnr,mse_graph_argmax_psnr,log_grad_graph_argmax_psnr,theta_graph_argmax_psnr
30.0,0.01,0.01,0.001,10000.0,6713.055530786514,27.51641578924927,0.8576507352864234,0.000999777192006397,5205.0,9.791992870026505,0.5612204114197765,27.525678424155714,0.8569374715666823,4759.0,0.0012150595367497327,9.819012932243075,0.5632043378734519
