k,PSNR,SSIM,mse,Log-Gradient,Angle
0.0,21.44866463228231,0.4938907672193194,0.0,10.796235888178916,0.5219331465589139
1.0,21.451611062078143,0.49405801612955474,0.008819075940825002,10.795821465361438,0.5898113774575189
2.0,21.45541898732729,0.49429175695049415,0.011647108777617939,10.795293083759073,0.590866924784643
3.0,21.459335176155196,0.494536595216795,0.01212190865114461,10.794750736476631,0.5911463069631436
4.0,21.46327093172699,0.49478370387055765,0.012229709215788547,10.794205862779808,0.5913386519020479
5.0,21.46721154679053,0.4950314719777968,0.012261874028500076,10.793660331227649,0.5914472472117046
6.0,21.471153465868973,0.49527949276278793,0.01227226177351051,10.793114595756213,0.5915161912521898
7.0,21.475095543230893,0.4955276317057966,0.01227463302129934,10.792568802262439,0.5915819166781948
8.0,21.479037331973615,0.4957758357782372,0.012273509067479791,10.792023007734924,0.5916374983356227
9.0,21.48297863344154,0.496024080986915,0.012270632840572379,10.791477238922218,0.5916853530093734
10.0,21.486919345277187,0.49627235470135295,0.012266741986986362,10.790931510122766,0.5917288434655771
11.0,21.49085941089431,0.4965206500446115,0.012262248019957659,10.790385829154562,0.5917613068634734
12.0,21.49479879954083,0.496768963255331,0.012257425962970565,10.789840200003434,0.5918052231301406
13.0,21.498737490627494,0.49701729175530146,0.012252364912244707,10.789294625558597,0.591843541421479
14.0,21.502675470268173,0.4972656337524843,0.012247145257510859,10.788749107729048,0.5918730064967913
15.0,21.506612727111367,0.4975139878174633,0.01224177731861546,10.788203648106387,0.5919070504479832
16.0,21.51054925524658,0.49776235314379824,0.012236338743568944,10.787658247631555,0.5919387650990792
17.0,21.514485050330826,0.49801072912276095,0.012230850455406107,10.787112907014798,0.59197157753008
18.0,21.518420107477,0.4982591150479989,0.012225293175281326,10.786567626951356,0.5920056748224659
19.0,21.52235442335781,0.4985075104396998,0.01221968791718142,10.786022408008911,0.5920378440664047
20.0,21.526287995398746,0.49875591490569754,0.012214056024623091,10.785477250656417,0.5920670976617667
21.0,21.53022082106219,0.4990043280500385,0.01220839968497587,10.78493215531222,0.5920954892532456
22.0,21.534152898420032,0.49925274955652554,0.012202723414406546,10.784387122441535,0.5921241670497269
23.0,21.538084226112773,0.4995011791801764,0.01219704273820105,10.783842152307187,0.5921524957347544
24.0,21.542014802626348,0.49974961665333506,0.012191355467818837,10.783297245118817,0.5921794498196588
25.0,21.545944626339764,0.4999980616932593,0.012185658359501726,10.78275240110404,0.5922057798732027
26.0,21.549873695451268,0.5002465139957736,0.012179942403520905,10.782207620523822,0.592231006220331
27.0,21.553802008380735,0.5004949732893161,0.012174208136437902,10.781662903725717,0.5922596359462098
28.0,21.557729563788616,0.5007434393278372,0.012168465314738858,10.781118250992645,0.5922873473074397
29.0,21.561656360422283,0.5009919118777713,0.012162717098577419,10.780573662552513,0.5923132598168047
30.0,21.56558239714448,0.5012403907248612,0.012156964043190067,10.780029138634365,0.5923398668479375
31.0,21.569507672921503,0.5014888756655553,0.012151211257348958,10.779484679436985,0.5923674411625225
32.0,21.57343218665182,0.5017373664861439,0.01214545740904934,10.77894028515024,0.5923960679376645
33.0,21.577355937157975,0.5019858629623261,0.012139701427269561,10.778395955940518,0.592424027493062
34.0,21.58127892326709,0.5022343648775466,0.012133941102882488,10.777851691955549,0.5924513917656885
35.0,21.585201143800102,0.5024828720128481,0.012128174452525089,10.77730749337858,0.592478138617622
36.0,21.589122597600618,0.5027313841471205,0.01212240370768524,10.776763360405088,0.5925042036500843
37.0,21.59304328355809,0.5029799010616708,0.012116628629853885,10.776219293226088,0.592529604231767
38.0,21.596963200624298,0.5032284225490046,0.01211085096870044,10.775675292032473,0.5925552794737633
39.0,21.600882347763275,0.5034769484039573,0.012105071822330535,10.77513135701263,0.5925808925880852
40.0,21.60480072394082,0.503725478420502,0.01209929179914222,10.774587488359186,0.5926062490479539
41.0,21.60871832816123,0.5039740123992736,0.01209351213101007,10.774043686253691,0.5926314640652875
42.0,21.61263515942172,0.5042225501391467,0.01208773235050422,10.773499950881085,0.5926562488274244
43.0,21.616551216711095,0.5044710914378161,0.012081951700202813,10.772956282428991,0.5926808255429006
44.0,21.620466499021056,0.5047196360940318,0.012076170476760757,10.772412681085415,0.5927051230751657
45.0,21.62438100536292,0.5049681839089685,0.012070389504484962,10.771869147033053,0.5927291142342942
46.0,21.62829473473697,0.5052167346818474,0.012064608393729685,10.771325680446848,0.5927556827462265
47.0,21.632207686106035,0.5054652882054934,0.01205882723203611,10.77078228149513,0.5927815829961726
48.0,21.63611985845329,0.5057138442760337,0.012053046279025854,10.770238950349686,0.5928065861981756
49.0,21.64003125078958,0.50596240269433,0.01204726566339573,10.769695687187362,0.5928315668339411
50.0,21.64394186211281,0.5062109632593147,0.01204148509743613,10.769152492178655,0.5928566883025069
51.0,21.647851691407315,0.5064595257679122,0.012035704227187126,10.768609365483805,0.5928819350993213
52.0,21.65176073768182,0.5067080900205754,0.01202992355571964,10.76806630727683,0.5929069766287024
53.0,21.65566899993329,0.5069566558151771,0.012024142761055998,10.767523317725274,0.5929318596764702
54.0,21.65957647715061,0.5072052229476154,0.012018361801433087,10.766980396996967,0.592956822398547
55.0,21.66348316835469,0.5074537912203688,0.012012581174210592,10.7664375452639,0.5929816856144808
56.0,21.6673890725383,0.5077023604306721,0.012006800721371919,10.765894762700757,0.5930062429537922
57.0,21.67129418871079,0.5079509303782858,0.012001020631984454,10.765352049481878,0.5930317344432704
58.0,21.675198515891495,0.5081995008641621,0.011995241255629108,10.764809405780662,0.5930582007711289
59.0,21.67910205309154,0.5084480716880598,0.011989462172095981,10.764266831764521,0.5930835316865554
60.0,21.683004799330284,0.5086966426504643,0.011983683538138262,10.763724327604184,0.5931084353487246
61.0,21.686906753627767,0.5089452135519726,0.01197790525553477,10.763181893472796,0.5931358899638579
62.0,21.69080791501078,0.5091937841944537,0.011972127339667774,10.762639529544545,0.5931601586235502
63.0,21.694708282505797,0.5094423543796603,0.011966349959671019,10.762097235992881,0.5931845847736428
64.0,21.698607855135535,0.5096909239086246,0.0119605734280817,10.761555012989282,0.593208881016093
65.0,21.702506631923036,0.5099394925823932,0.011954797714235015,10.76101286070532,0.5932332587550476
66.0,21.70640461189167,0.5101880602019971,0.011949022755725206,10.7604707793129,0.59325716592604
67.0,21.710301794064534,0.5104366265684038,0.011943248616204641,10.759928768982865,0.5932808038889453
68.0,21.714198177463878,0.5106851914824496,0.011937475167371439,10.75938682988592,0.5933015702240124
69.0,21.718093761113913,0.5109337547451402,0.011931702594154115,10.758844962192644,0.5933248033273681
70.0,21.721988544038595,0.5111823161573937,0.01192593084574007,10.75830316607359,0.5933472481373079
71.0,21.725882525261653,0.511430875520314,0.011920159938265174,10.757761441696626,0.5933678105588891
72.0,21.729775703808706,0.5116794326349425,0.011914389979621604,10.757219789231305,0.5933897677320955
73.0,21.73366807870565,0.5119279873023365,0.011908620978889551,10.756678208846987,0.5934114341296449
74.0,21.73755964896918,0.512176539322243,0.011902852701749452,10.756136700706232,0.5934336281443602
75.0,21.741450413620946,0.5124250884950765,0.0118970852617562,10.755595264971008,0.5934559850752769
76.0,21.745340371683312,0.5126736346213875,0.011891318488515304,10.755053901805978,0.5934780922106057
77.0,21.74922952218228,0.5129221775020744,0.011885552658407015,10.754512611378438,0.59350015777041
78.0,21.753117864145516,0.5131707169382281,0.011879787723986462,10.753971393857386,0.5935225587208397
79.0,21.757005396599133,0.5134192527306758,0.011874023745557228,10.753430249407767,0.5935463541289125
