beta,tau,sigma,tol,iterMax,time,psnr_final,ssim_final,mse_final,nIter,log_grad_final,theta_final,max_psnr,ssim_argmax_psnr,argmax_psnr,mse_graph_argmax_psnr,log_grad_graph_argmax_psnr,theta_graph_argmax_psnr
35.0,0.01,0.01,0.001,10000.0,4271.725579738617,27.054643417667975,0.8734982410441541,0.000999669955748235,5602.0,9.845716806670378,0.5453011321813822,27.18778432605907,0.8708252493173342,4167.0,0.0018239436247697463,9.941170120667634,0.5557659738660491
