k,PSNR,SSIM,mse,Log-Gradient,Angle
0.0,20.229860694117306,0.40191505161090957,0.0,10.942727552152892,0.5986436715566542
1.0,20.233006262043535,0.4020658925585751,0.010247949130205415,10.942302212131409,0.6002543045912566
2.0,20.236699503290513,0.4022447422754176,0.012209601754339461,10.941806003957916,0.6002890148958261
3.0,20.240416457634428,0.40242493583227973,0.01232236740643061,10.941306744299922,0.6003132558132268
4.0,20.244134483281098,0.40260524502475853,0.012328909781732508,10.940807318109755,0.6003319063249425
5.0,20.2478517217987,0.4027855623422529,0.01232400337958242,10.940307969438777,0.6003481107816414
6.0,20.251567911602756,0.40296587169094367,0.012317031621635608,10.939808735377499,0.6003654964280797
7.0,20.25528299382586,0.40314616912817763,0.012309458705040329,10.93930962546927,0.6003776170841837
8.0,20.25899694955532,0.4033264533339546,0.012301667676836244,10.938810642675223,0.6003895553415464
9.0,20.262709772891093,0.40350672376880964,0.012293787038253892,10.938311788299185,0.6004013361656272
10.0,20.266421460693213,0.40368698006112763,0.012285864789772494,10.937813063106168,0.6004127458742587
11.0,20.270132011742014,0.40386722206261033,0.012277920595131992,10.937314467545805,0.6004241093946047
12.0,20.27384142531817,0.40404744966051037,0.01226995702688788,10.936816001953526,0.6004354406473613
13.0,20.277549700857463,0.4042276627374674,0.012261982380746998,10.936317666609447,0.6004466280454791
14.0,20.281256837744795,0.4044078611670953,0.012254000525609382,10.935819461746002,0.6004577451364775
15.0,20.284962835610962,0.4045880448475385,0.012246009986148486,10.935321387565926,0.6004687993118236
16.0,20.288667694076878,0.404768213690839,0.012238020860677398,10.93482344420136,0.6004798070593116
17.0,20.29237141276928,0.4049483676095838,0.012230033044684395,10.934325631774296,0.6004908240760418
18.0,20.296073991298652,0.4051285065195252,0.012222042466435963,10.933827950408514,0.6005018817839672
19.0,20.299775429310877,0.405308630335737,0.012214054738538501,10.933330400198122,0.6005129067530475
20.0,20.303475726454923,0.40548873897202203,0.012206070190406943,10.932832981233942,0.6005240563690161
21.0,20.30717488238194,0.4056688323424052,0.012198087600673532,10.93233569361633,0.6005352311229686
22.0,20.310872896744883,0.40584891036107723,0.012190108351952438,10.931838537438411,0.6005463296798882
23.0,20.314569769198236,0.406028972942364,0.012182132926150066,10.93134151278243,0.6005575009878382
24.0,20.318265499397782,0.4062090200007124,0.012174161705527823,10.930844619732312,0.6005687091893375
25.0,20.321960086995844,0.4063890514505613,0.01216619457799386,10.930347858373388,0.6005799253108233
26.0,20.325653531638235,0.40656906720626224,0.012158230901793639,10.929851228792229,0.6005910945479522
27.0,20.32934583298446,0.4067490671825442,0.012150270147600164,10.929354731072502,0.6006022703187784
