k,PSNR,SSIM,mse,Log-Gradient,Angle
0.0,20.299509764124394,0.45480990887103734,0.0,10.935024847024305,0.6008034195683242
1.0,20.302657494070466,0.4549582873818642,0.010163335303943765,10.93460146550852,0.6012126451633099
2.0,20.306362777365656,0.4551346155784814,0.01214088351587049,10.934106207307899,0.6012189171601611
3.0,20.310093172746754,0.4553122774541633,0.012256704955278407,10.933607723949702,0.6012227283569727
4.0,20.313825792789682,0.45549008269923547,0.012266262882895005,10.933108920319382,0.6012304338178758
5.0,20.317558866992652,0.45566793886317586,0.01226521203212248,10.932610028970016,0.6012385513370727
6.0,20.3212921564944,0.4558458334371133,0.012262305837861013,10.932111084769112,0.6012469199773948
7.0,20.325025615795585,0.45602376400741457,0.012258916975565916,10.93161209571984,0.6012553977463609
8.0,20.328759231379223,0.4562017298275603,0.012255342320060876,10.931113064594843,0.6012638479470198
9.0,20.332492998680642,0.45637973062884524,0.012251678196463575,10.930613992743034,0.6012723022786904
10.0,20.336226915424106,0.45655776624894595,0.012247971968701228,10.930114880953496,0.6012808733515763
11.0,20.33996098043454,0.456735836607993,0.012244236930710063,10.929615729700924,0.6012894169431675
12.0,20.343695192686766,0.4569139416207609,0.012240478501045485,10.92911653931449,0.6012980618028337
13.0,20.34742955164709,0.45709208123441863,0.012236711613833462,10.928617309975069,0.6013067107571799
14.0,20.351164056884695,0.4572702554028946,0.012232939276859008,10.928118041827439,0.6013153618609722
15.0,20.35489870794821,0.45744846407984885,0.012229162099941791,10.927618735018646,0.6013239894787167
16.0,20.358633504418275,0.4576267072206514,0.012225379700335388,10.927119389676141,0.6013326936202149
17.0,20.362368445900685,0.4578049847819625,0.012221593992144964,10.926620005904722,0.6013414134694419
18.0,20.366103532006626,0.45798329672084503,0.01221780689318456,10.926120583766807,0.6013501040919923
19.0,20.369838762351044,0.45816164299462075,0.012214019595599906,10.925621123329178,0.6013586892715893
20.0,20.373574136551483,0.458340023560792,0.01221023066592093,10.925121624663475,0.601367313746997
21.0,20.377309654227275,0.4585184383769723,0.012206438624520026,10.924622087854546,0.6013760007412384
22.0,20.381045314998964,0.4586968874008385,0.012202643719889756,10.924122512987237,0.6013847555075077
23.0,20.38478111848788,0.45887537059010214,0.012198848930706118,10.92362290012139,0.6013934726127946
24.0,20.38851706431584,0.45905388790248614,0.012195054286331221,10.923123249316017,0.6014021379269748
25.0,20.392253152104868,0.45923243929569807,0.012191259765888173,10.922623560625253,0.6014108754935109
26.0,20.39598938147707,0.45941102472743106,0.012187465105643875,10.92212383410404,0.6014196192396523
27.0,20.399725752054493,0.4595896441553395,0.012183669762166312,10.921624069811061,0.6014283629107824
28.0,20.403462263459037,0.45976829753704046,0.012179874573836756,10.921124267803583,0.6014370843653845
29.0,20.407198915312385,0.45994698483010743,0.012176079549229122,10.920624428138684,0.6014457521626569
30.0,20.410935707235947,0.4601257059920612,0.012172284695059314,10.920124550873316,0.6014543780192446
31.0,20.414672638850817,0.46030446098037586,0.012168490016584346,10.919624636064345,0.6014629439460167
32.0,20.41840970977777,0.4604832497524633,0.012164695517908036,10.919124683768585,0.6014714709523995
33.0,20.422146919637164,0.46066207226568157,0.012160901202216913,10.918624694042817,0.6014800013216481
34.0,20.42588426804901,0.46084092847733166,0.012157107071962976,10.918124666943818,0.6014886008735333
35.0,20.42962175463289,0.4610198183446504,0.012153313129006553,10.91762460252838,0.601497144748763
36.0,20.433359379007964,0.4611987418248152,0.012149519172799553,10.917124500855198,0.6015057638685081
37.0,20.43709714079299,0.46137769887494245,0.012145725202832823,10.91662436198297,0.6015143515431253
38.0,20.44083503960627,0.461556689452088,0.012141931252661267,10.916124185968597,0.6015229053139898
39.0,20.44457307506566,0.46173571351324044,0.012138137183241375,10.915623972869048,0.6015314845040703
40.0,20.44831124678858,0.46191477101532574,0.012134343303968042,10.91512372274121,0.6015400681754199
41.0,20.45204955439199,0.46209386191520546,0.012130549615612591,10.914623435642035,0.6015485736099443
42.0,20.455787997492397,0.46227298616968443,0.012126756118793222,10.914123111628532,0.6015569973019486
43.0,20.459526575705844,0.4624521437354887,0.012122962813998715,10.913622750757785,0.601565388729132
44.0,20.46326528864792,0.4626313345692958,0.012119169701608127,10.913122353086942,0.6015737002075001
45.0,20.467004135933742,0.4628105586277067,0.01211537678190755,10.91262191867323,0.6015819391162315
46.0,20.470743117177975,0.46298981586726556,0.012111583997738146,10.912121447573341,0.6015901767301236
47.0,20.474482231994806,0.46316910624444746,0.012107791278112193,10.911620939843308,0.6015987214878816
48.0,20.47822147999794,0.46334842971565954,0.012103998748553026,10.91112039554057,0.6016073358915067
49.0,20.481960860800644,0.46352778623725227,0.012100206409267768,10.910619814722645,0.6016159450122563
50.0,20.48570037401568,0.4637071757655054,0.01209641408785764,10.910119197449072,0.6016244063299926
51.0,20.489440019255362,0.4638865982566314,0.012092621890334726,10.909618543778235,0.6016330734198787
52.0,20.493179796131543,0.4640660536667847,0.012088829882979732,10.909117853767853,0.6016415181220399
53.0,20.496919704255582,0.4642455419520463,0.012085038066040298,10.908617127475729,0.6016494745535516
54.0,20.50065974323838,0.4644250630684396,0.012081246439739584,10.908116364959744,0.6016571040223103
55.0,20.50439991269036,0.4646046169719186,0.012077455004278584,10.90761556627787,0.6016652150119522
56.0,20.50814021222147,0.4647842036183705,0.012073663759838517,10.90711473148816,0.6016743040560324
57.0,20.511880641441195,0.4649638229636202,0.012069872706583145,10.906613860648756,0.6016832363751593
58.0,20.515621199958538,0.46514347496342573,0.01206608184466059,10.906112953817876,0.6016920481803687
59.0,20.51936188738203,0.465323159573481,0.012062291174205198,10.905612011053838,0.6017011037932058
60.0,20.523102703319715,0.4655028767494122,0.012058500695338733,10.905111032415036,0.6017101650695394
61.0,20.526843647379195,0.46568262644678543,0.0120547104081719,10.904610017959953,0.6017191457628931
62.0,20.53058471916756,0.46586240862109357,0.012050920312805271,10.904108967747161,0.6017280141834888
63.0,20.534325918291458,0.46604222322776995,0.012047130409330255,10.903607881835319,0.6017369187796126
64.0,20.53806724435703,0.4662220702221793,0.012043340697829988,10.90310676028317,0.6017457349546999
65.0,20.541808696969966,0.46640194955962366,0.012039551178379907,10.902605603149551,0.6017544343902571
66.0,20.54555027573548,0.46658186119533823,0.012035761851048446,10.902104410493383,0.6017630155359094
67.0,20.549291980258285,0.4667618050844939,0.012031972715897546,10.901603182373671,0.6017713632233864
68.0,20.55303381014264,0.46694178118219387,0.012028183772983102,10.90110191884952,0.6017791333162829
69.0,20.556775764992338,0.46712178944347665,0.012024395022355248,10.900600619980109,0.6017890985010483
70.0,20.560517844410654,0.4673018298233182,0.012020606464058827,10.900099285824718,0.6017980532409356
