k,PSNR,SSIM,mse,Log-Gradient,Angle
0.0,20.523091603601102,0.5113544763674845,0.0,10.97330175049879,0.5937465470845981
1.0,20.526185192814893,0.5114999341999629,0.010116906404764842,10.97290501139875,0.5958021133980105
2.0,20.52982951057535,0.5116741406986379,0.012058024752032126,10.9724435814603,0.5958179281388287
3.0,20.53350012329507,0.5118498396401533,0.012179367894085842,10.971979124889017,0.5958268061852335
4.0,20.5371728789131,0.5120256819699618,0.012189676851774005,10.971514403920514,0.5958332633106417
5.0,20.540845753769666,0.5122015517158437,0.012188281640432622,10.971049649362667,0.5958424668232805
6.0,20.544518445555582,0.5123774319831823,0.012184695051741204,10.970584897192166,0.5958499797458319
7.0,20.54819088836117,0.5125533188544434,0.012180519526724918,10.97012015615022,0.5958551917663995
8.0,20.551863063807136,0.5127292112473706,0.012176160776808815,10.969655428735848,0.5958644206419835
9.0,20.555534966061103,0.5129051088194457,0.012171734641798701,10.96919071612244,0.5958726340071655
10.0,20.55920659100041,0.5130810112942626,0.012167257568619435,10.968726018957234,0.5958806582764639
11.0,20.562877935828773,0.5132569184390376,0.012162757602550235,10.968261337548837,0.5958882855007298
12.0,20.56654899919108,0.5134328301504921,0.012158247472866002,10.967796672173682,0.5958956841835196
13.0,20.570219780016245,0.5136087463443418,0.012153729118608519,10.967332022998812,0.5959028418773886
14.0,20.57389027705844,0.513784666906906,0.012149206281831903,10.96686739018506,0.5959098846337655
15.0,20.57756048944161,0.5139605917623175,0.012144681083889178,10.966402773867562,0.595916898076173
16.0,20.581230416404445,0.5141365208393571,0.012140155186001759,10.965938174152418,0.5959238313177289
17.0,20.58490005721367,0.514312454068535,0.01213562701528169,10.965473591155867,0.5959307442400303
18.0,20.588569411135666,0.5144883913810033,0.012131099027300984,10.96500902497088,0.5959375749789938
19.0,20.59223847740883,0.5146643327081535,0.012126570780796273,10.964544475683423,0.5959444521465618
20.0,20.595907255316877,0.5148402779820599,0.012122042773476858,10.964079943383107,0.5959513214867861
21.0,20.599575744146165,0.5150162271350482,0.012117514770539505,10.963615428160203,0.5959581499341439
22.0,20.60324394318488,0.5151921800996287,0.012112987365389299,10.963150930098168,0.5959649331499673
23.0,20.60691185172248,0.515368136808435,0.012108460369914505,10.962686449273466,0.5959717076441713
24.0,20.610579469049256,0.5155440971941931,0.012103933871825628,10.962221985763374,0.5959784235318265
25.0,20.614246794456008,0.5157200611896876,0.012099408050872876,10.961757539648477,0.5959851524428944
26.0,20.617913827218942,0.5158960287278792,0.012094882482520638,10.961293111008347,0.5959918694711833
27.0,20.62158056660644,0.5160719997415435,0.01209035705549964,10.96082869992204,0.5959986681863928
28.0,20.625247011905877,0.5162479741631413,0.012085832279292582,10.960364306468211,0.5960054999065115
29.0,20.628913162397428,0.5164239519244888,0.012081308085777577,10.959899930724346,0.596012304840467
30.0,20.632579017372823,0.516599932958464,0.012076784599281225,10.959435572769237,0.5960192092669971
31.0,20.636244576123524,0.5167759171979319,0.012072261826793619,10.958971232681531,0.5960262220738833
