beta,tau,sigma,tol,iterMax,time,psnr_final,ssim_final,mse_final,nIter,log_grad_final,theta_final,max_psnr,ssim_argmax_psnr,argmax_psnr,mse_graph_argmax_psnr,log_grad_graph_argmax_psnr,theta_graph_argmax_psnr
35.0,0.01,0.01,0.001,10000.0,7369.38688826561,30.942172425476553,0.9035503221937861,0.0009997234701543468,5492.0,9.337336919783665,0.5785960736418901,30.942172425476553,0.9035503221937861,5492.0,0.0009997234701543468,9.337336919783665,0.5785960736418901
