beta,tau,sigma,tol,iterMax,time,psnr_final,ssim_final,mse_final,nIter,log_grad_final,theta_final,max_psnr,ssim_argmax_psnr,argmax_psnr,mse_graph_argmax_psnr,log_grad_graph_argmax_psnr,theta_graph_argmax_psnr
22.5,0.01,0.01,0.001,10000.0,6104.54544043541,27.198203536339328,0.8369197356621321,0.000999901501088037,4443.0,9.998552883841485,0.5819429234038063,27.198203536339328,0.8369197356621321,4443.0,0.000999901501088037,9.998552883841485,0.5819429234038063
