beta,tau,sigma,tol,iterMax,time,psnr_final,ssim_final,mse_final,nIter,log_grad_final,theta_final,max_psnr,ssim_argmax_psnr,argmax_psnr,mse_graph_argmax_psnr,log_grad_graph_argmax_psnr,theta_graph_argmax_psnr
37.5,0.01,0.01,0.001,10000.0,537.5072121620178,30.072875313531526,0.9048602935249672,0.0009999205034196535,5232.0,9.380369498774074,0.5528840614973572,30.07369871507043,0.904710794622233,5128.0,0.0010471038396680993,9.38675107514495,0.5536410262010992
